010000000000,420
000000000000,416
100000000000,400
001100110011,394
110000000000,392
101100110011,362
111100110011,360
010011001101,353
100011001101,349
110011001101,343
000011001101,331
011100110011,328
011001100110,254
000110011010,251
100110011010,250
101001100110,242
001001100110,238
111001100110,237
010110011010,229
110110011010,228
000110011001,118
111001100111,110
101001100111,109
110110011001,108
001001100111,105
100110011001,105
011001100111,98
010110011001,88
011100110100,24
100011001100,24
010110011011,24
110011001100,23
000011001100,23
010011001100,21
001100110100,21
011001101000,20
100110011011,20
001001101000,20
101100110100,19
111100110100,19
001001100101,18
111001100101,18
110110011011,18
011001100101,16
110110011000,15
101001101000,15
000110011000,15
000110011011,14
101001100101,14
101100110010,14
100110011000,14
111100110010,13
010110011000,12
010011001110,12
111001101000,12
110011001110,11
100110011100,10
001100110010,10
000011001110,10
011001101001,10
011100110010,9
000110011100,9
100011001110,8
111001101001,8
101001100100,7
001001100100,7
111001100100,7
110110011100,7
001100110001,7
010110011100,6
110110010111,6
011001100010,6
000110010111,6
101001101001,6
001001101001,6
010110010111,6
110110011110,6
100110010110,5
110011001011,5
111001101101,5
111100110101,5
110110011111,5
011100110101,5
011100110110,4
001001100011,4
011001100011,4
101001100011,4
001001101011,4
111100110110,4
011100110001,4
001100110101,4
111001101010,4
010110011101,4
010011001111,3
000011010110,3
011001100100,3
010011001001,3
001001100010,3
111100110111,3
101001101010,3
011001101100,3
000110100011,3
000110010110,3
000011010001,3
100011001011,3
101001100010,3
111001011111,3
011001101010,3
001001101010,3
111001100011,3
110011010001,2
111100111011,2
101100110110,2
000011001011,2
011001100001,2
111100101101,2
111001100010,2
110110010101,2
000011001111,2
111010000101,2
001001110000,2
011001100000,2
010011001010,2
000110101100,2
111001101110,2
000110010101,2
001100110000,2
010110010110,2
010011001011,2
101001101011,2
100110010101,2
110110001111,2
001001011110,2
100110101101,2
100110011101,2
101100111010,2
100011001001,2
001001101100,2
101100110001,2
110110010100,2
101100110000,2
001100110110,2
111100110000,2
101100111011,1
010011010011,1
001100111011,1
001100110111,1
100011000110,1
110111010110,1
101100110101,1
100110011110,1
100110010111,1
101001011001,1
100110010011,1
100110100011,1
111001101100,1
011001111010,1
011101101101,1
101100101111,1
110110011101,1
100110110100,1
000010101101,1
110110100011,1
100110000100,1
101100110111,1
010110010101,1
110010001001,1
010110000011,1
001100111000,1
111111100000,1
101100001110,1
110110010010,1
010110100101,1
111100101110,1
010011000111,1
011000011101,1
111010100011,1
101100011100,1
101100011000,1
001001110111,1
111001110001,1
010111000010,1
011001101011,1
010110011111,1
111100110001,1
011100111101,1
001001001101,1
101001101100,1
100110000010,1
000011000111,1
100110101001,1
111100101011,1
101001010011,1
101001100000,1
110011000110,1
110110100000,1
000011000110,1
010011111101,1
011001010110,1
011100101001,1
011001110111,1
010110100100,1
001100101111,1
011001011010,1
100011111001,1
101010000001,1
101100111101,1
100100001011,1
000111011000,1
001001111111,1
011100101000,1
110110100101,1
110011000011,1
110110010001,1
100011010010,1
111110101111,1
010110100000,1
010110101111,1
101100101010,1
100110101011,1
010110010010,1
001100100011,1
011100101101,1
001100101010,1
000110011110,1
011011101000,1
001100010101,1
111001011010,1
000111011101,1
100110000111,1
100111001110,1
000111011100,1
111001011101,1
000011010010,1
000110001001,1
010110100001,1
101001101110,1
101001011010,1
011100101110,1
001100100001,1
111010101110,1
010110111111,1
011101001000,1
110011011001,1
100101011001,1
010110011110,1
110011100111,1
111001011001,1
101010001001,1
100011010000,1
100011001000,1
101001110110,1
011001101110,1
001010000000,1
011000110000,1
011001110000,1
110010110110,1
000011010000,1
110011001000,1
100011000000,1
000110100111,1
101010010011,1
011001111111,1
110011010010,1
110011001111,1
000011011110,1
010100011111,1
001100101110,1
010110010100,1
100110011111,1
001100101101,1
010110000111,1
100110000110,1
000110011111,1
000110010100,1
100110010001,1
100011001010,1
000110100101,1
011100110111,1
010011010001,1
000110000110,1
110110010110,1
011001011101,1
010110010011,1
