100000000000,1394
000000000000,1359
110101010101,947
010101010101,930
101010101011,925
001010101011,923
110101010110,264
010101010110,231
001010101010,223
101010101010,212
001010101100,58
110101010100,56
101010101100,56
010101010100,51
101010101001,42
110101010111,38
001010101001,37
010101010111,31
110101010011,26
001010101101,19
010101010011,17
110101011000,16
101010101101,16
001010101000,15
101010101000,13
110101010010,11
110101011001,10
001010101110,10
001010100111,10
010101011001,10
010101011011,9
010101011000,9
010101010010,9
110101010001,7
101010100110,7
101010101111,6
110101001111,6
110101011010,6
101010101110,5
001010101111,5
010101011010,5
001010100110,5
001010110000,5
010101010000,4
101010100111,4
101010100101,4
001010110011,4
101010110110,4
110101010000,3
101010100011,3
101010110001,3
001010001111,3
010101001010,3
110101011011,3
010101010001,3
010101100010,2
110101011101,2
010101011111,2
101010100001,2
001010110001,2
101010100010,2
101010010111,2
010101011101,2
010101101001,2
001010110111,2
101010110101,2
010101001100,2
001010110010,2
101010100100,2
001010011100,2
110101100001,2
110101100111,2
110101001010,2
001010100001,2
110101011110,2
001010011101,2
001010111000,2
101010110000,2
001010100010,1
110100101100,1
001001100100,1
101010111101,1
110101001000,1
001010010011,1
001010110110,1
010101000010,1
101011000101,1
110101100011,1
110110101001,1
110010110010,1
111110110000,1
010101001101,1
101010001111,1
010101001111,1
110100011000,1
001101010100,1
101010110010,1
001010110101,1
001011000000,1
110100111010,1
101011010110,1
101010111100,1
110101000100,1
110100111111,1
010101101000,1
110100011010,1
101010011010,1
001010011010,1
101110111011,1
110101100100,1
110101110001,1
010101111101,1
001010011111,1
001010100011,1
110111000111,1
101010100000,1
101011010111,1
010101001011,1
001010001010,1
010101100100,1
001011001011,1
001010111001,1
010101001110,1
010101100000,1
100110000010,1
010101001001,1
010100001110,1
010101101011,1
010101011110,1
110101101101,1
110100100100,1
110101000111,1
010101100101,1
101000100100,1
010100110100,1
101010110100,1
101010010000,1
001010100100,1
010101011100,1
001011010101,1
101010001101,1
001011000010,1
001010110100,1
101011000100,1
110101000010,1
010100111011,1
101100110111,1
001000100001,1
010101100110,1
