000000000000,1671
110011001101,1477
001100110011,1415
011001100110,957
100110011010,926
100110011001,408
011001100111,381
001100110100,99
110011001100,92
011001100101,73
100110011011,60
011001101000,58
100110011000,46
110011001110,41
001100110010,39
011001100100,37
011001101001,25
100110011100,24
100110010111,24
001100110101,20
110011001011,18
110011001111,15
100110010110,15
011001100011,12
011001101010,12
001100110001,11
011001101011,11
100110011101,9
100110010101,9
100110011110,8
001100110110,7
001100110000,7
110011001010,6
110011010000,6
001100110111,5
011001100001,5
011001100010,4
001100111000,4
110011001000,4
100110010100,4
011001100000,4
011001101101,4
011001101100,3
110011010010,3
100110100100,3
100110001110,3
110011000111,3
001100111111,3
100110010001,3
011001101110,3
011001011100,3
100110101000,2
100110011111,2
100110100000,2
011001110110,2
011001010010,2
011001011111,2
110011001001,2
100110010011,2
110011010110,2
100110001011,2
001100101000,2
110011010001,2
011001011011,2
110011010111,2
001100101010,2
011001101111,2
011001011010,2
011001011110,2
100101010111,2
110011010101,2
001100111100,2
100110100001,2
100110001001,1
001101011000,1
011001010110,1
011001001110,1
110011000011,1
011001111000,1
001100101001,1
011101000000,1
011001111010,1
011001010111,1
011001000010,1
011010010101,1
001100011111,1
101100100010,1
011001111110,1
000111010001,1
100110000101,1
010110011110,1
011000100100,1
110010101110,1
110011111100,1
001100111101,1
100110110100,1
011010000101,1
011010010111,1
100110101010,1
100101110100,1
100101100000,1
001101010001,1
110011000010,1
001101000111,1
100110100111,1
110100001101,1
100110110110,1
100101001010,1
001100111001,1
010011100110,1
110011010011,1
011001000110,1
100110000001,1
100110110011,1
011001110000,1
100110010010,1
011001011101,1
100110100101,1
100110100110,1
110011000110,1
001100101101,1
011001111001,1
011001010001,1
001100101100,1
110011010100,1
001110100000,1
011001110011,1
001100011001,1
011001111101,1
011001110101,1
100110111110,1
100111001000,1
011000010110,1
100110100011,1
001100101110,1
100101111010,1
001100011100,1
011001001100,1
100110100010,1
011001110001,1
110010110101,1
