0000000000,1385
1000000000,1354
0101010101,973
1101010101,922
0010101011,921
1010101011,902
0101010110,231
0010101010,223
1010101010,220
1101010110,215
0010101100,70
1010101100,67
0101010100,59
1101010100,55
0101010111,54
1101010111,43
1010101001,34
0010101001,34
1101010011,32
1010101101,22
0010101101,20
0101010011,19
0010101000,18
0101011000,16
0101010010,15
1010101000,15
1010101110,13
1101011000,12
0010100111,11
0010101110,11
1101010010,9
1101011010,8
0101011001,8
0101011010,7
1101010001,7
1101011001,6
1010101111,6
1010100111,6
1010110001,5
0101010001,5
0010101111,5
1010100110,5
1101011100,4
1101011101,4
0101011100,4
0010100010,4
1101011011,4
0010110000,3
0101001010,3
0101001111,3
0101011101,3
1101011111,3
0101010000,3
0010100110,3
0010110001,3
0101011110,3
1101001011,3
1010100001,2
1010111100,2
0010100101,2
1010100101,2
1010100011,2
1010100100,2
0010111100,2
0101001011,2
0101011011,2
1101001110,2
1101010000,2
0101100010,2
0010011110,2
1101001111,2
0010110011,2
0010100001,2
0101001000,2
0010110111,1
1101110100,1
0101001001,1
0011000001,1
0010010110,1
1010111101,1
1011001010,1
1101101011,1
1101100000,1
0010100100,1
1001110110,1
0101001110,1
0101100101,1
1101101110,1
0010000000,1
0101001101,1
1101111111,1
0101000110,1
1010010010,1
1101100110,1
0010011100,1
0100111111,1
0100110100,1
0010110100,1
1010110101,1
0101100111,1
0111001101,1
1100110110,1
1100110111,1
1100100100,1
0010011011,1
0010100011,1
1101011110,1
1010010101,1
0101110101,1
1010110100,1
0011000011,1
0010011000,1
0010110010,1
0101100110,1
1011010001,1
1110001101,1
1010110010,1
0010110110,1
1101110101,1
1001111100,1
0100101010,1
1100110011,1
1101000011,1
0011100011,1
0101001100,1
1011100011,1
0010000010,1
0010011010,1
0101100001,1
0101000000,1
0010010010,1
1001010000,1
0011011111,1
0110110100,1
0010111111,1
1010010111,1
1011001000,1
1110000100,1
0110011110,1
